	Behringher-0		
95.214844	-0.21	21.85	1.00
96.679688	-0.23	21.46	1.00
98.144531	-0.24	21.07	1.00
99.609375	-0.25	20.70	1.00
101.074219	-0.25	20.34	1.00
102.539063	-0.26	20.01	1.00
104.003906	-0.26	19.71	1.00
105.468750	-0.27	19.44	1.00
106.933594	-0.27	19.20	1.00
108.398438	-0.27	18.95	1.00
109.863281	-0.27	18.71	1.00
111.328125	-0.27	18.47	1.00
112.792969	-0.27	18.24	1.00
114.257813	-0.27	18.03	1.00
115.722656	-0.27	17.83	1.00
117.187500	-0.27	17.64	1.00
118.652344	-0.27	17.47	1.00
120.117188	-0.27	17.28	1.00
121.582031	-0.27	17.10	1.00
123.046875	-0.27	16.91	1.00
124.511719	-0.26	16.73	1.00
125.976563	-0.26	16.55	1.00
127.441406	-0.26	16.38	1.00
128.906250	-0.26	16.21	1.00
130.371094	-0.25	16.04	1.00
131.835938	-0.25	15.88	1.00
133.300781	-0.25	15.72	1.00
134.765625	-0.26	15.57	1.00
136.230469	-0.26	15.43	1.00
137.695313	-0.26	15.30	1.00
139.160156	-0.27	15.15	1.00
140.625000	-0.27	15.02	1.00
143.554688	-0.27	14.88	1.00
146.484375	-0.28	14.59	1.00
149.414063	-0.27	14.35	1.00
152.343750	-0.27	14.13	1.00
155.273438	-0.26	13.92	1.00
158.203125	-0.25	13.70	1.00
161.132813	-0.25	13.48	1.00
164.062500	-0.25	13.26	1.00
166.992188	-0.25	13.05	1.00
169.921875	-0.25	12.83	1.00
172.851563	-0.25	12.64	1.00
175.781250	-0.25	12.49	1.00
178.710938	-0.25	12.36	1.00
181.640625	-0.24	12.25	1.00
184.570313	-0.22	12.14	1.00
187.500000	-0.21	12.02	1.00
190.429688	-0.19	11.88	1.00
193.359375	-0.17	11.70	1.00
196.289063	-0.15	11.49	1.00
199.218750	-0.13	11.27	1.00
202.148438	-0.12	11.04	1.00
205.078125	-0.12	10.82	1.00
208.007813	-0.12	10.61	1.00
210.937500	-0.12	10.39	1.00
213.867188	-0.13	10.17	1.00
216.796875	-0.14	9.95	1.00
219.726563	-0.16	9.76	1.00
222.656250	-0.17	9.62	1.00
225.585938	-0.19	9.52	1.00
228.515625	-0.21	9.45	1.00
231.445313	-0.22	9.38	1.00
234.375000	-0.24	9.32	1.00
237.304688	-0.25	9.26	1.00
240.234375	-0.25	9.20	1.00
243.164063	-0.26	9.14	1.00
246.093750	-0.26	9.09	1.00
249.023438	-0.26	9.03	1.00
251.953125	-0.27	8.96	1.00
254.882813	-0.27	8.89	1.00
257.812500	-0.28	8.81	1.00
260.742188	-0.28	8.73	1.00
263.671875	-0.29	8.66	1.00
266.601563	-0.30	8.60	1.00
269.531250	-0.30	8.56	1.00
272.460938	-0.31	8.53	1.00
275.390625	-0.31	8.52	1.00
278.320313	-0.31	8.51	1.00
281.250000	-0.31	8.51	1.00
287.109375	-0.31	8.49	1.00
292.968750	-0.29	8.41	1.00
298.828125	-0.27	8.28	1.00
304.687500	-0.26	8.11	1.00
310.546875	-0.26	7.94	1.00
316.406250	-0.25	7.79	1.00
322.265625	-0.26	7.63	1.00
328.125000	-0.27	7.48	1.00
333.984375	-0.27	7.33	1.00
339.843750	-0.28	7.17	1.00
345.703125	-0.29	7.02	1.00
351.562500	-0.31	6.91	1.00
357.421875	-0.33	6.86	1.00
363.281250	-0.35	6.88	1.00
369.140625	-0.37	6.94	1.00
375.000000	-0.38	7.04	1.00
380.859375	-0.39	7.15	1.00
386.718750	-0.39	7.29	1.00
392.578125	-0.38	7.43	1.00
398.437500	-0.36	7.56	1.00
404.296875	-0.33	7.65	1.00
410.156250	-0.29	7.65	1.00
416.015625	-0.26	7.55	1.00
421.875000	-0.23	7.37	1.00
427.734375	-0.22	7.13	1.00
433.593750	-0.22	6.89	1.00
439.453125	-0.23	6.69	1.00
445.312500	-0.25	6.53	1.00
451.171875	-0.27	6.43	1.00
457.031250	-0.28	6.38	1.00
462.890625	-0.30	6.35	1.00
468.750000	-0.31	6.32	1.00
474.609375	-0.31	6.26	1.00
480.468750	-0.32	6.16	1.00
486.328125	-0.33	6.05	1.00
492.187500	-0.35	5.95	1.00
498.046875	-0.36	5.87	1.00
503.906250	-0.38	5.84	1.00
509.765625	-0.40	5.86	1.00
515.625000	-0.41	5.91	1.00
521.484375	-0.42	5.97	1.00
527.343750	-0.43	6.03	1.00
533.203125	-0.44	6.11	1.00
539.062500	-0.46	6.19	1.00
544.921875	-0.47	6.28	1.00
550.781250	-0.48	6.37	1.00
556.640625	-0.50	6.47	1.00
562.500000	-0.51	6.56	1.00
574.218750	-0.51	6.63	1.00
585.937500	-0.52	6.73	1.00
597.656250	-0.52	6.80	1.00
609.375000	-0.51	6.78	1.00
621.093750	-0.51	6.68	1.00
632.812500	-0.52	6.59	1.00
644.531250	-0.55	6.57	1.00
656.250000	-0.57	6.65	1.00
667.968750	-0.58	6.81	1.00
679.687500	-0.58	7.04	1.00
691.406250	-0.57	7.32	1.00
703.125000	-0.53	7.62	1.00
714.843750	-0.49	7.90	1.00
726.562500	-0.46	8.15	1.00
738.281250	-0.44	8.36	1.00
750.000000	-0.43	8.50	1.00
761.718750	-0.44	8.56	1.00
773.437500	-0.45	8.54	1.00
785.156250	-0.46	8.52	1.00
796.875000	-0.47	8.52	1.00
808.593750	-0.49	8.51	1.00
820.312500	-0.50	8.51	1.00
832.031250	-0.52	8.51	1.00
843.750000	-0.54	8.53	1.00
855.468750	-0.56	8.55	1.00
867.187500	-0.60	8.62	1.00
878.906250	-0.63	8.81	1.00
890.625000	-0.64	9.13	1.00
902.343750	-0.64	9.54	1.00
914.062500	-0.61	9.90	1.00
925.781250	-0.56	10.13	1.00
937.500000	-0.52	10.18	1.00
949.218750	-0.48	10.09	1.00
960.937500	-0.45	9.88	1.00
972.656250	-0.44	9.61	1.00
984.375000	-0.44	9.35	1.00
996.093750	-0.46	9.17	1.00
1007.812500	-0.48	9.10	1.00
1019.531250	-0.50	9.12	1.00
1031.250000	-0.51	9.20	1.00
1042.968750	-0.52	9.28	1.00
1054.687500	-0.53	9.37	0.99
1066.406250	-0.55	9.46	1.00
1078.125000	-0.58	9.59	1.00
1089.843750	-0.62	9.78	1.00
1101.562500	-0.66	10.03	1.00
1113.281250	-0.70	10.33	1.00
1125.000000	-0.73	10.64	1.00
1148.437500	-0.75	10.88	1.00
1171.875000	-0.75	11.24	1.00
1195.312500	-0.73	11.39	1.00
1218.750000	-0.72	11.60	1.00
1242.187500	-0.71	11.94	1.00
1265.625000	-0.72	12.29	1.00
1289.062500	-0.72	12.55	1.00
1312.500000	-0.71	12.75	1.00
1335.937500	-0.69	12.91	1.00
1359.375000	-0.67	13.01	1.00
1382.812500	-0.65	13.11	1.00
1406.250000	-0.63	13.23	1.00
1429.687500	-0.59	13.38	1.00
1453.125000	-0.55	13.49	1.00
1476.562500	-0.53	13.56	1.00
1500.000000	-0.52	13.62	1.00
1523.437500	-0.53	13.71	1.00
1546.875000	-0.53	13.83	1.00
1570.312500	-0.54	13.92	1.00
1593.750000	-0.54	13.93	1.00
1617.187500	-0.56	13.95	1.00
1640.625000	-0.58	14.04	1.00
1664.062500	-0.59	14.16	1.00
1687.500000	-0.59	14.28	1.00
1710.937500	-0.59	14.38	1.00
1734.375000	-0.59	14.50	1.00
1757.812500	-0.60	14.66	1.00
1781.250000	-0.59	14.85	1.00
1804.687500	-0.59	15.03	1.00
1828.125000	-0.58	15.19	1.00
1851.562500	-0.58	15.34	1.00
1875.000000	-0.58	15.50	1.00
1898.437500	-0.59	15.70	1.00
1921.875000	-0.60	15.98	1.00
1945.312500	-0.61	16.31	1.00
1968.750000	-0.62	16.64	1.00
1992.187500	-0.62	16.91	1.00
2015.625000	-0.62	17.11	1.00
2039.062500	-0.62	17.27	1.00
2062.500000	-0.61	17.41	1.00
2085.937500	-0.60	17.52	1.00
2109.375000	-0.59	17.60	1.00
2132.812500	-0.57	17.65	1.00
2156.250000	-0.55	17.70	1.00
2179.687500	-0.54	17.79	1.00
2203.125000	-0.53	17.93	1.00
2226.562500	-0.52	18.08	1.00
2250.000000	-0.49	18.20	1.00
2296.875000	-0.47	18.29	1.00
2343.750000	-0.44	18.40	1.00
2390.625000	-0.41	18.43	1.00
2437.500000	-0.40	18.42	1.00
2484.375000	-0.40	18.37	1.00
2531.250000	-0.41	18.32	1.00
2578.125000	-0.42	18.30	1.00
2625.000000	-0.43	18.41	1.00
2671.875000	-0.43	18.55	1.00
2718.750000	-0.43	18.66	1.00
2765.625000	-0.44	18.81	1.00
2812.500000	-0.46	19.05	1.00
2859.375000	-0.47	19.36	1.00
2906.250000	-0.48	19.72	1.00
2953.125000	-0.48	20.20	0.99
3000.000000	-0.47	20.78	1.00
3046.875000	-0.45	21.42	1.00
3093.750000	-0.41	22.10	1.00
3140.625000	-0.34	22.79	0.99
3187.500000	-0.24	23.44	1.00
3234.375000	-0.13	24.03	0.99
3281.250000	-0.01	24.52	0.99
3328.125000	0.12	24.86	1.00
3375.000000	0.24	25.03	0.99
3421.875000	0.34	25.07	1.00
3468.750000	0.43	25.04	0.99
3515.625000	0.49	24.98	1.00
3562.500000	0.54	24.88	1.00
3609.375000	0.58	24.79	0.99
3656.250000	0.62	24.71	1.00
3703.125000	0.65	24.64	1.00
3750.000000	0.67	24.56	0.99
3796.875000	0.70	24.50	0.99
3843.750000	0.74	24.42	0.99
3890.625000	0.76	24.35	0.99
3937.500000	0.79	24.31	0.99
3984.375000	0.81	24.36	0.99
4031.250000	0.83	24.50	0.99
4078.125000	0.84	24.73	1.00
4125.000000	0.87	25.03	1.00
4171.875000	0.91	25.36	1.00
4218.750000	0.98	25.64	0.99
4265.625000	1.06	25.83	0.99
4312.500000	1.15	25.92	0.99
4359.375000	1.25	25.94	0.99
4406.250000	1.36	25.85	0.99
4453.125000	1.46	25.66	0.99
4500.000000	1.54	25.37	0.99
4593.750000	1.60	24.98	0.99
4687.500000	1.68	23.92	0.99
4781.250000	1.67	22.87	0.98
4875.000000	1.59	22.36	0.98
4968.750000	1.50	22.60	0.98
5062.500000	1.44	23.46	0.99
5156.250000	1.44	24.57	0.98
5250.000000	1.50	25.64	0.98
5343.750000	1.60	26.39	0.99
5437.500000	1.72	26.81	0.99
5531.250000	1.86	27.02	0.99
5625.000000	2.02	27.09	1.00
5718.750000	2.18	27.05	0.99
5812.500000	2.34	26.83	0.99
5906.250000	2.48	26.42	0.99
6000.000000	2.60	25.90	0.99
6093.750000	2.68	25.44	0.99
6187.500000	2.74	25.13	0.99
6281.250000	2.76	25.10	0.99
6375.000000	2.80	25.31	0.98
6468.750000	2.87	25.60	0.97
6562.500000	2.98	25.69	0.98
6656.250000	3.10	25.46	0.99
6750.000000	3.20	24.95	0.99
6843.750000	3.30	24.27	0.98
6937.500000	3.36	23.50	0.99
7031.250000	3.39	22.78	0.99
7125.000000	3.39	22.20	0.99
7218.750000	3.39	21.82	0.99
7312.500000	3.39	21.62	0.98
7406.250000	3.39	21.58	0.98
7500.000000	3.42	21.69	0.98
7593.750000	3.47	21.88	0.99
7687.500000	3.53	22.04	0.99
7781.250000	3.60	22.09	0.99
7875.000000	3.66	22.01	0.99
7968.750000	3.71	21.84	0.99
8062.500000	3.74	21.62	0.99
8156.250000	3.75	21.43	0.99
8250.000000	3.77	21.30	0.99
8343.750000	3.80	21.26	0.99
8437.500000	3.85	21.28	0.99
8531.250000	3.94	21.28	0.99
8625.000000	4.05	21.19	0.99
8718.750000	4.19	20.94	0.99
8812.500000	4.33	20.49	0.99
8906.250000	4.47	19.84	0.99
9000.000000	4.58	19.06	0.99
9187.500000	4.65	18.26	0.99
9375.000000	4.72	16.59	1.00
9562.500000	4.70	15.37	1.00
9750.000000	4.65	14.58	0.99
9937.500000	4.62	13.99	0.99
10125.000000	4.61	13.35	0.99
10312.500000	4.60	12.65	0.99
10500.000000	4.61	12.11	0.99
10687.500000	4.63	11.73	1.00
10875.000000	4.68	11.33	0.99
11062.500000	4.73	10.74	1.00
11250.000000	4.78	9.92	1.00
11437.500000	4.81	8.95	1.00
11625.000000	4.79	7.95	0.99
11812.500000	4.73	7.12	1.00
12000.000000	4.66	6.57	1.00
12187.500000	4.61	6.26	1.00
12375.000000	4.60	5.98	1.00
12562.500000	4.59	5.57	1.00
12750.000000	4.57	5.03	1.00
12937.500000	4.53	4.51	1.00
13125.000000	4.47	4.08	1.00
13312.500000	4.41	3.69	1.00
13500.000000	4.35	3.33	1.00
13687.500000	4.30	3.07	1.00
13875.000000	4.26	2.92	1.00
14062.500000	4.25	2.84	1.00
14250.000000	4.28	2.67	1.00
14437.500000	4.32	2.31	1.00
14625.000000	4.35	1.74	1.00
14812.500000	4.36	1.01	1.00
15000.000000	4.34	0.22	1.00
15187.500000	4.29	-0.55	1.00
15375.000000	4.22	-1.20	1.00
15562.500000	4.16	-1.71	1.00
15750.000000	4.10	-2.12	1.00
15937.500000	4.06	-2.51	1.00
16125.000000	4.02	-2.96	1.00
16312.500000	3.98	-3.43	1.00
16500.000000	3.93	-3.86	1.00
16687.500000	3.87	-4.21	0.99
16875.000000	3.82	-4.49	1.00
17062.500000	3.79	-4.77	1.00
17250.000000	3.78	-5.13	1.00
17437.500000	3.77	-5.60	1.00
17625.000000	3.76	-6.16	1.00
17812.500000	3.76	-6.83	1.00
18000.000000	3.77	-7.65	1.00
18187.500000	3.77	-8.68	1.00
18375.000000	3.76	-9.95	1.00
18562.500000	3.73	-11.44	0.99
18750.000000	3.65	-13.11	0.99
18937.500000	3.53	-14.95	0.99
19125.000000	3.35	-16.97	0.99
19312.500000	3.10	-19.14	0.99
19500.000000	2.75	-21.34	0.99
19687.500000	2.30	-23.41	0.98
19875.000000	1.77	-25.17	0.98
20062.500000	1.19	-26.46	0.98
20250.000000	0.57	-27.13	0.98
20437.500000	-0.06	-27.03	0.98
20625.000000	-0.66	-25.97	0.98
20812.500000	-1.20	-23.72	0.99
21000.000000	-1.66	-20.00	0.97
21187.500000	-2.00	-14.62	0.96
21375.000000	-2.19	-7.83	0.81
21562.500000	-2.21	-0.62	0.37
21750.000000	-2.01	7.65	0.67
21937.500000	-1.50	14.06	0.40
22125.000000	-0.70	15.53	0.73
22312.500000	0.19	12.95	0.92
22500.000000	0.59	10.21	0.98
22687.500000	0.48	13.62	0.99
22875.000000	1.39	15.72	0.99
23062.500000	2.36	11.32	0.99
23250.000000	2.00	4.56	0.97
23437.500000	0.30	17.87	0.67
23625.000000	-3.58	-17.26	0.35
23812.500000	-1.39	-36.77	0.52
